user_id,city,job_type,income,expenses,savings,loan_amount,txn_frequency,digital_ratio,income_volatility,late_night_ratio,default
8404,Korba,Shop Owner,17139.09,12334.62,4804.48,4910,141,0.69,0.29,0.29,1
8405,Raipur,Auto Driver,19581.66,11966.57,7615.1,15127,72,0.64,0.13,0.24,0
8406,Bhilai,Delivery Partner,25070.33,16862.34,8207.99,9614,105,0.76,0.15,0.2,0
8407,Durg,Delivery Partner,16916.64,15839.24,1077.4,4858,90,0.77,0.42,0.08,1
8408,Bhilai,Shop Owner,23516.92,14437.94,9078.99,5045,75,0.75,0.36,0.2,0
8409,Raipur,Delivery Partner,21091.62,13339.78,7751.83,19830,98,0.72,0.32,0.03,0
8410,Bhilai,Auto Driver,32115.71,20764.35,11351.37,6663,116,0.88,0.39,0.28,1
8411,Bhilai,Street Vendor,17246.41,17354.75,-108.34,3808,108,0.81,0.3,0.2,1
8412,Bilaspur,Auto Driver,19497.66,14402.78,5094.88,4817,65,0.79,0.44,0.17,1
8413,Bhilai,Delivery Partner,17367.76,17327.75,40.01,18098,184,0.89,0.36,0.26,1
8414,Bilaspur,Street Vendor,22867.82,20391.16,2476.67,5536,126,0.62,0.16,0.0,0
8415,Durg,Auto Driver,13281.34,11590.43,1690.91,5133,74,0.69,0.3,0.29,1
8416,Durg,Shop Owner,29159.76,27344.78,1814.98,2745,59,0.81,0.32,0.13,0
8417,Raipur,Freelancer,12410.02,9695.09,2714.93,12784,148,0.95,0.34,0.04,0
8418,Bilaspur,Street Vendor,19433.99,12672.17,6761.82,17795,178,0.71,0.41,0.12,1
8419,Raipur,Freelancer,24799.54,18491.76,6307.78,19834,108,0.64,0.21,0.23,0
8420,Raipur,Auto Driver,29258.54,19938.82,9319.72,11442,139,0.98,0.45,0.22,1
8421,Durg,Auto Driver,10620.52,9659.57,960.95,16544,127,0.84,0.4,0.16,0
8422,Durg,Freelancer,18115.29,17691.3,423.99,9387,163,0.9,0.21,0.19,0
8423,Durg,Auto Driver,20012.71,16458.97,3553.75,7169,152,0.67,0.21,0.22,0
8424,Bilaspur,Auto Driver,20106.61,17966.57,2140.04,3352,122,0.93,0.35,0.17,0
8425,Bilaspur,Freelancer,13125.39,13435.25,-309.87,15304,94,0.91,0.13,0.02,1
8426,Bhilai,Delivery Partner,24430.25,24746.11,-315.86,17763,81,0.7,0.45,0.19,1
8427,Bilaspur,Freelancer,22504.21,17775.19,4729.02,5978,158,0.65,0.34,0.19,0
8428,Bhilai,Freelancer,25963.96,15626.11,10337.85,4407,181,0.9,0.41,0.3,1
8429,Bilaspur,Auto Driver,11313.12,12472.21,-1159.09,14224,74,0.97,0.27,0.15,1
8430,Bilaspur,Auto Driver,7731.08,8418.38,-687.29,3896,199,0.65,0.45,0.2,1
8431,Bilaspur,Delivery Partner,15429.42,11921.37,3508.06,5031,197,0.75,0.12,0.3,1
8432,Bhilai,Freelancer,10152.61,10091.13,61.49,13585,56,0.78,0.37,0.17,0
8433,Bilaspur,Shop Owner,23085.74,21237.99,1847.75,18279,169,0.96,0.13,0.18,0
8434,Bhilai,Shop Owner,24067.4,21929.33,2138.06,12991,169,0.87,0.45,0.06,1
8435,Durg,Delivery Partner,12688.85,12590.3,98.55,13838,166,0.91,0.36,0.24,0
8436,Durg,Auto Driver,23131.28,25807.87,-2676.59,7557,198,0.91,0.36,0.09,1
8437,Korba,Street Vendor,9273.19,8623.83,649.35,3393,95,0.69,0.21,0.09,0
8438,Durg,Street Vendor,31542.04,22909.66,8632.37,10710,119,0.69,0.38,0.13,0
8439,Raipur,Street Vendor,11373.79,9533.46,1840.32,16587,127,0.98,0.22,0.05,0
8440,Korba,Street Vendor,18098.43,19473.13,-1374.7,13839,195,0.69,0.17,0.11,1
8441,Korba,Auto Driver,9927.79,8788.25,1139.54,10454,154,0.6,0.37,0.05,0
8442,Bilaspur,Freelancer,26774.14,27567.85,-793.71,17891,190,0.64,0.12,0.02,1
8443,Bilaspur,Auto Driver,11486.81,9600.55,1886.26,11208,160,0.94,0.24,0.02,0
8444,Durg,Shop Owner,10979.82,10981.54,-1.72,6502,102,0.64,0.14,0.23,1
8445,Durg,Delivery Partner,35529.3,28754.52,6774.78,17546,137,0.63,0.32,0.17,0
8446,Korba,Auto Driver,21418.64,21233.38,185.26,14595,153,0.7,0.38,0.06,0
8447,Bilaspur,Auto Driver,29537.51,23169.49,6368.02,3638,136,0.63,0.38,0.3,1
8448,Durg,Shop Owner,26289.05,22827.63,3461.42,17272,55,0.7,0.32,0.06,0
8449,Korba,Freelancer,9911.12,9098.85,812.27,11932,153,0.64,0.15,0.08,0
8450,Raipur,Street Vendor,7906.21,6854.64,1051.57,19934,115,0.73,0.36,0.17,0
8451,Raipur,Delivery Partner,25367.49,22436.76,2930.73,11378,56,0.78,0.26,0.12,0
8452,Bhilai,Delivery Partner,20421.83,15659.43,4762.4,6176,145,0.67,0.45,0.07,1
8453,Bilaspur,Street Vendor,22332.78,26510.91,-4178.13,4362,159,0.67,0.29,0.23,1
8454,Raipur,Street Vendor,22837.68,16251.65,6586.03,9710,174,0.67,0.16,0.18,0
8455,Bilaspur,Auto Driver,31309.14,34997.08,-3687.94,2516,114,0.85,0.5,0.07,1
8456,Raipur,Street Vendor,37446.15,30500.18,6945.98,9996,121,0.72,0.41,0.19,1
8457,Korba,Delivery Partner,28323.15,25814.45,2508.7,8722,188,0.65,0.43,0.29,1
8458,Raipur,Freelancer,16430.63,17902.58,-1471.95,4412,185,0.62,0.14,0.24,1
8459,Durg,Auto Driver,12653.71,12509.73,143.98,7786,52,0.68,0.32,0.04,0
8460,Bhilai,Auto Driver,12932.73,9085.76,3846.96,13372,82,0.83,0.22,0.2,0
8461,Raipur,Freelancer,17140.81,15677.72,1463.08,15568,122,0.8,0.22,0.0,0
8462,Bhilai,Shop Owner,26560.85,24836.09,1724.76,8634,181,0.66,0.17,0.3,1
8463,Durg,Shop Owner,12279.01,13665.09,-1386.08,8233,61,0.69,0.34,0.19,1
8464,Bhilai,Street Vendor,33433.62,27933.03,5500.59,8304,66,0.72,0.25,0.18,0
8465,Korba,Shop Owner,14934.53,9823.98,5110.54,14834,184,0.78,0.33,0.21,0
8466,Durg,Shop Owner,8469.2,7845.17,624.03,15415,82,0.81,0.44,0.03,1
8467,Korba,Freelancer,13584.21,10837.84,2746.37,7158,50,0.63,0.28,0.25,0
8468,Raipur,Auto Driver,16951.96,10331.45,6620.51,7182,129,0.73,0.46,0.28,1
8469,Bilaspur,Auto Driver,13490.31,14543.26,-1052.95,7890,60,0.68,0.46,0.07,1
8470,Bhilai,Auto Driver,9854.07,7142.57,2711.5,17037,151,0.66,0.48,0.01,1
8471,Korba,Street Vendor,16402.32,16712.94,-310.63,17876,103,0.79,0.49,0.22,1
8472,Raipur,Delivery Partner,10152.73,12146.37,-1993.64,15371,191,0.61,0.33,0.11,1
8473,Bhilai,Freelancer,18619.84,13099.66,5520.17,17812,131,0.87,0.45,0.27,1
8474,Durg,Auto Driver,23398.47,23331.11,67.36,11134,52,0.71,0.39,0.01,0
8475,Durg,Delivery Partner,23319.12,17546.09,5773.03,13331,162,0.67,0.26,0.27,1
8476,Bilaspur,Auto Driver,24303.09,24100.83,202.26,7715,64,0.77,0.41,0.04,1
8477,Bilaspur,Shop Owner,23880.49,15304.17,8576.32,10406,72,0.94,0.13,0.16,0
8478,Bilaspur,Auto Driver,26511.12,17873.9,8637.22,7251,78,0.9,0.17,0.06,0
8479,Raipur,Auto Driver,18536.23,17942.24,593.99,5034,86,0.83,0.42,0.13,1
8480,Durg,Street Vendor,36330.55,32463.71,3866.84,3322,92,0.84,0.33,0.2,0
8481,Durg,Shop Owner,30102.3,33023.52,-2921.22,5432,65,0.82,0.32,0.21,1
8482,Korba,Street Vendor,14312.49,16651.09,-2338.6,14972,147,0.84,0.18,0.06,1
8483,Raipur,Shop Owner,18682.61,15977.4,2705.21,11121,122,0.9,0.22,0.08,0
8484,Durg,Shop Owner,19185.9,20670.73,-1484.83,5835,110,0.81,0.2,0.08,1
8485,Raipur,Freelancer,7381.47,6636.29,745.18,8421,95,0.68,0.33,0.07,0
8486,Raipur,Freelancer,12815.12,9783.93,3031.19,10409,84,0.97,0.44,0.14,1
8487,Raipur,Delivery Partner,31402.73,36314.59,-4911.85,3283,152,0.81,0.5,0.3,1
8488,Korba,Street Vendor,23283.88,19946.61,3337.27,18826,136,0.95,0.24,0.02,0
8489,Korba,Delivery Partner,16195.35,11299.48,4895.87,4418,103,0.96,0.42,0.05,1
8490,Raipur,Shop Owner,15655.52,11435.7,4219.81,6751,70,0.85,0.27,0.1,0
8491,Bhilai,Auto Driver,16948.14,17340.11,-391.97,12138,198,0.95,0.48,0.15,1
8492,Korba,Shop Owner,20510.26,20375.32,134.94,19282,106,0.86,0.15,0.02,0
8493,Bilaspur,Auto Driver,17101.53,14885.91,2215.63,18727,174,0.68,0.28,0.14,0
8494,Bilaspur,Shop Owner,22919.69,25265.55,-2345.85,14506,187,0.74,0.32,0.2,1
8495,Korba,Delivery Partner,9886.31,10909.41,-1023.1,18063,53,0.65,0.32,0.05,1
8496,Bilaspur,Freelancer,11804.72,12954.04,-1149.31,15995,73,0.96,0.18,0.21,1
8497,Durg,Delivery Partner,16561.03,18768.38,-2207.35,16220,81,0.88,0.19,0.19,1
8498,Korba,Auto Driver,13059.45,13816.66,-757.21,8194,117,0.68,0.26,0.09,1
8499,Bhilai,Street Vendor,21646.08,25605.46,-3959.38,8648,165,0.92,0.14,0.2,1
8500,Raipur,Auto Driver,10740.07,6999.9,3740.17,18134,175,0.79,0.43,0.2,1
8501,Durg,Freelancer,25766.3,17129.33,8636.97,15800,139,0.88,0.4,0.22,1
8502,Bhilai,Shop Owner,16309.43,12079.86,4229.57,18408,57,0.71,0.48,0.29,1
8503,Durg,Shop Owner,18470.2,16230.56,2239.64,17161,87,1.0,0.15,0.11,0
8504,Bilaspur,Street Vendor,18150.77,14901.72,3249.05,11271,111,0.82,0.39,0.25,1
8505,Durg,Delivery Partner,21347.31,24002.02,-2654.7,11779,180,0.79,0.46,0.23,1
8506,Raipur,Shop Owner,29114.34,24137.29,4977.06,8373,82,0.91,0.32,0.28,1
8507,Bhilai,Street Vendor,11381.91,7226.67,4155.23,11715,163,0.63,0.34,0.06,0
8508,Korba,Freelancer,17267.91,18050.21,-782.3,17109,191,0.92,0.33,0.25,1
8509,Raipur,Shop Owner,11543.65,8663.03,2880.62,12918,195,0.87,0.38,0.27,1
8510,Durg,Shop Owner,24311.7,27061.59,-2749.89,11540,98,0.78,0.18,0.23,1
8511,Durg,Shop Owner,13917.09,14342.93,-425.84,9732,82,0.62,0.22,0.05,1
8512,Raipur,Street Vendor,29687.57,31770.01,-2082.44,9081,157,0.73,0.43,0.07,1
8513,Bilaspur,Freelancer,10553.55,10822.0,-268.46,18187,96,0.62,0.2,0.3,1
8514,Raipur,Delivery Partner,13634.98,11108.13,2526.84,2494,184,1.0,0.47,0.23,1
8515,Durg,Auto Driver,6289.06,5847.81,441.25,8027,169,0.72,0.37,0.21,0
8516,Durg,Shop Owner,16201.68,18482.96,-2281.28,18039,158,0.75,0.1,0.27,1
8517,Korba,Freelancer,29167.53,29134.47,33.06,18009,129,0.62,0.25,0.2,0
8518,Korba,Street Vendor,31081.1,28056.8,3024.29,4852,118,0.94,0.28,0.03,0
8519,Bhilai,Auto Driver,17670.13,13912.82,3757.3,9143,198,0.8,0.29,0.16,0
8520,Bhilai,Delivery Partner,32713.18,38952.96,-6239.78,16997,64,0.77,0.41,0.23,1
8521,Durg,Freelancer,10025.97,10976.26,-950.3,14791,158,0.89,0.41,0.29,1
8522,Bhilai,Shop Owner,28557.66,20228.67,8328.99,5635,71,0.8,0.25,0.29,1
8523,Durg,Freelancer,13886.82,9150.18,4736.64,7755,60,0.88,0.48,0.18,1
8524,Korba,Delivery Partner,23878.29,28198.08,-4319.79,16484,70,1.0,0.22,0.05,1
8525,Bhilai,Delivery Partner,20796.56,14245.33,6551.23,5399,95,0.79,0.15,0.27,1
8526,Bilaspur,Shop Owner,18299.69,17858.07,441.62,8318,107,0.9,0.16,0.07,0
8527,Korba,Delivery Partner,14918.96,10181.88,4737.08,18545,134,0.91,0.37,0.29,1
8528,Bilaspur,Delivery Partner,17186.44,12672.26,4514.19,8126,91,0.74,0.31,0.02,0
8529,Durg,Shop Owner,14398.16,11735.09,2663.07,2539,156,0.63,0.4,0.23,0
8530,Korba,Freelancer,30053.36,26658.93,3394.43,9140,104,0.89,0.41,0.14,1
8531,Bhilai,Auto Driver,18878.45,16130.5,2747.95,18925,77,0.8,0.22,0.22,0
8532,Raipur,Delivery Partner,12246.34,8524.45,3721.89,11431,177,0.78,0.15,0.01,0
8533,Bhilai,Street Vendor,14627.68,10390.95,4236.73,17243,52,0.61,0.22,0.01,0
8534,Korba,Delivery Partner,15042.7,17767.04,-2724.34,16743,77,0.71,0.29,0.16,1
8535,Bhilai,Street Vendor,10416.93,10495.82,-78.9,14660,195,0.66,0.43,0.1,1
8536,Raipur,Auto Driver,24404.05,15066.89,9337.17,11721,126,0.74,0.33,0.28,1
8537,Bhilai,Auto Driver,23840.26,26992.87,-3152.61,11284,160,0.78,0.47,0.26,1
8538,Bilaspur,Freelancer,12730.2,10148.39,2581.82,11664,85,0.96,0.21,0.21,0
8539,Korba,Freelancer,16026.08,18137.93,-2111.86,9838,68,0.79,0.12,0.03,1
8540,Raipur,Auto Driver,12129.27,11850.99,278.28,19666,194,0.83,0.34,0.14,0
8541,Bhilai,Shop Owner,12649.51,10736.08,1913.43,17298,74,0.73,0.19,0.07,0
8542,Raipur,Delivery Partner,20589.94,22995.09,-2405.15,4012,111,0.63,0.25,0.27,1
8543,Raipur,Freelancer,10912.37,11295.48,-383.11,19131,151,0.92,0.44,0.11,1
8544,Durg,Street Vendor,21077.75,20447.05,630.7,18426,61,0.9,0.41,0.17,1
8545,Bilaspur,Auto Driver,18666.86,20489.87,-1823.02,9836,139,0.82,0.31,0.26,1
8546,Raipur,Shop Owner,18879.28,18063.69,815.59,5493,142,0.78,0.47,0.14,1
8547,Bhilai,Freelancer,20099.68,15139.39,4960.29,15324,198,0.76,0.21,0.24,0
8548,Bilaspur,Delivery Partner,17396.39,11845.22,5551.17,4998,130,0.8,0.5,0.2,1
8549,Bhilai,Delivery Partner,11543.59,7737.87,3805.72,17746,124,0.81,0.15,0.04,0
8550,Bilaspur,Freelancer,10478.5,9142.02,1336.48,3477,60,0.99,0.38,0.07,0
8551,Raipur,Auto Driver,9401.95,7761.79,1640.16,4712,79,0.69,0.14,0.14,0
8552,Bilaspur,Delivery Partner,10103.6,8810.27,1293.33,18738,198,0.81,0.28,0.3,1
8553,Korba,Auto Driver,15994.63,12073.65,3920.98,8320,148,0.79,0.36,0.09,0
8554,Bilaspur,Freelancer,7000.21,6073.06,927.15,11305,164,0.64,0.46,0.02,1
8555,Durg,Street Vendor,18522.02,16144.67,2377.35,7610,87,0.64,0.25,0.25,1
8556,Bhilai,Auto Driver,22705.09,17216.97,5488.12,11746,138,0.62,0.3,0.11,0
8557,Bilaspur,Delivery Partner,20538.57,16272.36,4266.21,2011,137,0.87,0.38,0.29,1
8558,Bilaspur,Shop Owner,18852.45,18319.34,533.12,6796,169,0.8,0.12,0.08,0
8559,Bilaspur,Delivery Partner,9354.33,9653.18,-298.85,7334,63,0.93,0.22,0.09,1
8560,Bilaspur,Freelancer,13541.65,11564.69,1976.96,13723,112,0.92,0.39,0.25,0
8561,Korba,Auto Driver,29441.22,33465.55,-4024.33,14715,158,0.91,0.31,0.06,1
8562,Bilaspur,Street Vendor,14911.62,10530.21,4381.41,19890,113,0.85,0.48,0.12,1
8563,Korba,Delivery Partner,7351.47,8444.47,-1093.0,17264,87,0.88,0.23,0.24,1
8564,Raipur,Freelancer,17747.73,18713.39,-965.66,14877,59,0.83,0.3,0.09,1
8565,Raipur,Freelancer,15789.64,12153.76,3635.88,17357,115,0.94,0.33,0.08,0
8566,Bilaspur,Shop Owner,23917.95,26689.36,-2771.41,10457,59,0.68,0.15,0.17,1
8567,Korba,Street Vendor,12598.45,14334.37,-1735.92,8651,110,0.95,0.23,0.23,1
8568,Bilaspur,Freelancer,22144.23,16799.45,5344.79,15975,71,0.67,0.26,0.07,0
8569,Korba,Delivery Partner,22312.69,24151.11,-1838.42,3871,136,0.7,0.35,0.28,1
8570,Raipur,Auto Driver,30297.95,20661.49,9636.46,4856,138,0.68,0.49,0.3,1
8571,Durg,Delivery Partner,17825.98,20969.76,-3143.77,11693,116,0.64,0.42,0.18,1
8572,Korba,Freelancer,10485.86,6307.42,4178.44,13380,120,0.87,0.29,0.24,0
8573,Korba,Freelancer,12950.64,9553.21,3397.43,13359,89,0.85,0.24,0.08,0
8574,Bilaspur,Auto Driver,14923.02,12221.41,2701.61,17755,149,0.75,0.1,0.18,0
8575,Raipur,Street Vendor,13633.39,15588.17,-1954.78,18405,83,0.89,0.28,0.1,1
8576,Raipur,Shop Owner,28623.72,21483.25,7140.46,14359,120,0.83,0.23,0.01,0
8577,Bilaspur,Shop Owner,18365.34,11215.64,7149.7,12209,135,0.74,0.1,0.12,0
8578,Raipur,Street Vendor,23372.87,26008.16,-2635.29,8759,135,0.64,0.5,0.26,1
8579,Raipur,Street Vendor,14977.46,11899.08,3078.38,9955,190,0.64,0.26,0.24,0
8580,Raipur,Street Vendor,25305.08,15496.92,9808.16,17953,80,0.7,0.24,0.23,0
8581,Bilaspur,Street Vendor,17556.23,20428.34,-2872.11,15908,78,0.62,0.15,0.05,1
8582,Korba,Shop Owner,8332.37,6278.29,2054.08,5901,175,0.79,0.27,0.06,0
8583,Korba,Freelancer,27176.53,26336.42,840.11,8121,186,0.95,0.33,0.12,0
8584,Korba,Delivery Partner,27529.22,31456.55,-3927.32,19291,149,0.81,0.46,0.05,1
8585,Bilaspur,Freelancer,24045.82,15299.28,8746.54,11369,98,0.98,0.34,0.12,0
8586,Korba,Delivery Partner,15071.5,10440.17,4631.33,3190,127,0.87,0.22,0.14,0
8587,Korba,Delivery Partner,17944.35,20797.56,-2853.21,8654,64,0.64,0.16,0.21,1
8588,Bhilai,Delivery Partner,27205.51,22627.57,4577.94,18223,100,0.76,0.15,0.13,0
8589,Bhilai,Shop Owner,22808.84,25757.46,-2948.62,17019,100,0.89,0.38,0.22,1
8590,Durg,Auto Driver,11969.64,14041.68,-2072.04,4247,57,0.63,0.34,0.17,1
8591,Korba,Delivery Partner,17789.75,12294.74,5495.0,17328,193,0.69,0.38,0.16,0
8592,Bhilai,Shop Owner,10795.9,10576.27,219.63,7701,60,0.69,0.29,0.11,0
8593,Bilaspur,Delivery Partner,7559.64,7972.56,-412.91,6219,95,0.77,0.29,0.08,1
8594,Bilaspur,Auto Driver,11560.65,7380.18,4180.47,6153,106,0.88,0.1,0.2,0
8595,Bhilai,Delivery Partner,12636.23,13479.62,-843.39,6386,145,0.66,0.13,0.2,1
8596,Durg,Shop Owner,14138.63,12829.29,1309.34,2799,144,0.86,0.49,0.29,1
8597,Bilaspur,Freelancer,21174.43,24546.95,-3372.52,7133,150,0.85,0.46,0.17,1
8598,Raipur,Street Vendor,20515.98,15735.06,4780.91,3458,155,0.61,0.22,0.28,1
8599,Durg,Shop Owner,15002.27,11441.65,3560.62,7767,72,0.75,0.5,0.11,1
8600,Durg,Street Vendor,19192.94,19555.03,-362.09,8372,175,0.85,0.38,0.24,1
8601,Raipur,Delivery Partner,24149.66,17363.45,6786.21,16258,110,0.89,0.39,0.17,0
8602,Bilaspur,Street Vendor,25057.7,26956.96,-1899.26,7713,192,0.78,0.1,0.04,1
8603,Durg,Delivery Partner,23345.9,24138.19,-792.28,11920,92,0.66,0.25,0.02,1
8604,Bilaspur,Shop Owner,26327.57,28941.11,-2613.54,9012,59,0.84,0.11,0.14,1
8605,Durg,Auto Driver,25764.44,26310.91,-546.47,8393,188,0.98,0.41,0.21,1
8606,Raipur,Delivery Partner,21371.16,17177.2,4193.96,18784,134,0.61,0.23,0.21,0
8607,Bhilai,Freelancer,32315.61,37620.18,-5304.57,17622,107,0.75,0.18,0.05,1
8608,Bilaspur,Freelancer,18461.14,15141.09,3320.05,14445,148,0.93,0.37,0.02,0
8609,Bilaspur,Delivery Partner,12792.49,11923.98,868.51,2021,88,0.88,0.14,0.16,0
8610,Bhilai,Freelancer,18627.05,12141.44,6485.61,13847,199,0.95,0.22,0.15,0
8611,Korba,Freelancer,13551.71,11064.92,2486.79,13712,78,0.66,0.23,0.18,0
8612,Durg,Shop Owner,31305.67,28319.92,2985.75,3123,93,0.91,0.13,0.03,0
8613,Korba,Freelancer,18758.19,20877.46,-2119.27,14572,67,0.94,0.41,0.1,1
8614,Bhilai,Freelancer,27196.34,32354.59,-5158.25,5745,99,0.66,0.47,0.24,1
8615,Bhilai,Shop Owner,15152.71,9846.65,5306.06,16810,65,0.87,0.18,0.03,0
8616,Korba,Auto Driver,13175.28,9647.9,3527.38,7640,60,0.63,0.32,0.14,0
8617,Raipur,Delivery Partner,21060.54,14915.81,6144.73,12997,184,0.6,0.43,0.09,1
8618,Korba,Auto Driver,20472.05,20122.48,349.57,8223,188,0.62,0.37,0.24,0
8619,Raipur,Auto Driver,24618.37,28586.15,-3967.78,11826,183,0.93,0.12,0.06,1
8620,Bhilai,Freelancer,8694.7,7275.32,1419.38,3035,168,0.85,0.37,0.21,0
8621,Korba,Delivery Partner,10885.52,12871.14,-1985.62,11884,171,0.8,0.19,0.23,1
8622,Korba,Freelancer,12360.71,13312.78,-952.07,18864,168,0.65,0.16,0.09,1
8623,Korba,Shop Owner,30131.34,24035.75,6095.59,4503,79,0.71,0.12,0.1,0
8624,Durg,Delivery Partner,27609.9,17541.88,10068.02,15488,172,0.98,0.28,0.14,0
8625,Bhilai,Auto Driver,24490.38,27316.01,-2825.63,19402,137,0.91,0.15,0.1,1
8626,Durg,Shop Owner,25435.73,21028.6,4407.13,17085,88,0.61,0.33,0.28,1
8627,Durg,Shop Owner,17100.13,10583.16,6516.96,17981,86,0.74,0.12,0.1,0
8628,Raipur,Auto Driver,24830.39,25884.03,-1053.64,18468,159,0.71,0.48,0.15,1
8629,Durg,Auto Driver,14069.83,8590.27,5479.56,15422,193,0.85,0.27,0.16,0
8630,Raipur,Freelancer,12620.19,10743.73,1876.46,11089,155,0.79,0.24,0.19,0
8631,Durg,Shop Owner,31670.05,24303.8,7366.25,5198,143,0.62,0.45,0.18,1
8632,Raipur,Shop Owner,30548.42,28569.55,1978.88,8421,98,0.76,0.14,0.25,1
8633,Bhilai,Auto Driver,33469.99,24164.73,9305.26,19810,63,0.71,0.37,0.18,0
8634,Bhilai,Shop Owner,35730.82,34544.92,1185.9,15887,153,0.89,0.32,0.18,0
8635,Bilaspur,Freelancer,27013.74,30703.82,-3690.08,15934,115,0.71,0.12,0.12,1
8636,Durg,Delivery Partner,31551.26,22980.04,8571.22,15742,53,0.84,0.29,0.12,0
8637,Raipur,Auto Driver,11872.57,10458.5,1414.06,16692,176,0.65,0.18,0.16,0
8638,Bhilai,Freelancer,25563.74,17640.8,7922.94,12725,107,0.81,0.34,0.21,0
8639,Bhilai,Delivery Partner,14989.03,14800.79,188.24,9602,122,0.78,0.48,0.13,1
8640,Bilaspur,Auto Driver,15843.56,14418.52,1425.04,4855,159,0.78,0.23,0.04,0
8641,Raipur,Street Vendor,24268.68,26426.59,-2157.91,8276,54,0.64,0.43,0.14,1
8642,Bhilai,Street Vendor,19026.43,20500.21,-1473.78,4745,120,0.96,0.27,0.16,1
8643,Durg,Delivery Partner,13506.32,11285.14,2221.19,16172,140,0.79,0.19,0.05,0
8644,Korba,Freelancer,16100.19,11245.0,4855.19,19809,122,0.71,0.39,0.25,0
8645,Korba,Freelancer,19555.61,14149.8,5405.81,19714,126,0.94,0.39,0.05,0
8646,Raipur,Shop Owner,22067.67,13298.31,8769.36,15120,63,0.67,0.18,0.2,0
8647,Bhilai,Delivery Partner,14466.36,16348.74,-1882.38,16345,172,0.66,0.29,0.09,1
8648,Durg,Freelancer,15849.82,11533.5,4316.32,13924,125,0.73,0.41,0.18,1
8649,Korba,Freelancer,21569.57,19454.08,2115.48,10761,54,0.84,0.25,0.18,0
8650,Durg,Auto Driver,12115.72,7533.47,4582.25,5801,146,0.82,0.25,0.28,1
8651,Bhilai,Freelancer,10337.81,8621.18,1716.63,8655,66,0.62,0.27,0.12,0
8652,Durg,Freelancer,26476.24,25935.34,540.9,7439,137,0.65,0.49,0.08,1
8653,Raipur,Freelancer,8718.97,7614.5,1104.47,5500,128,0.62,0.34,0.3,1
8654,Bilaspur,Shop Owner,18747.25,13435.35,5311.9,7309,97,0.91,0.34,0.01,0
8655,Raipur,Auto Driver,22788.61,22043.63,744.97,18869,69,0.66,0.3,0.19,0
8656,Raipur,Street Vendor,14570.47,16017.64,-1447.17,4032,113,0.94,0.18,0.24,1
8657,Bilaspur,Freelancer,24045.35,16987.52,7057.83,10628,83,0.67,0.27,0.3,1
8658,Bhilai,Delivery Partner,24841.5,25722.7,-881.2,6664,116,0.62,0.11,0.04,1
8659,Raipur,Auto Driver,33778.14,28344.88,5433.26,2536,127,0.66,0.29,0.17,0
8660,Korba,Delivery Partner,20857.17,15189.0,5668.17,11869,123,0.99,0.39,0.25,0
8661,Durg,Shop Owner,11477.64,9497.94,1979.7,10027,72,0.87,0.33,0.2,0
8662,Bhilai,Shop Owner,25615.69,17008.73,8606.96,6470,74,0.66,0.2,0.17,0
8663,Raipur,Freelancer,9774.2,7768.29,2005.91,4646,84,0.68,0.38,0.25,1
8664,Bhilai,Auto Driver,14292.36,9913.4,4378.96,9773,119,0.63,0.34,0.3,1
8665,Korba,Street Vendor,28170.05,31369.81,-3199.76,12156,167,0.71,0.38,0.24,1
8666,Bilaspur,Auto Driver,13363.73,15244.7,-1880.97,10224,111,0.84,0.45,0.17,1
8667,Korba,Street Vendor,25766.77,18246.61,7520.16,2592,68,0.73,0.29,0.19,0
8668,Raipur,Freelancer,23711.79,22865.25,846.54,11332,162,0.69,0.19,0.17,0
8669,Korba,Auto Driver,18785.17,16584.14,2201.03,17281,164,0.93,0.48,0.23,1
8670,Durg,Street Vendor,18541.69,12797.68,5744.01,3127,171,0.78,0.26,0.22,0
8671,Bilaspur,Shop Owner,34847.57,29794.15,5053.42,17879,181,0.61,0.5,0.04,1
8672,Durg,Shop Owner,7474.73,8392.25,-917.52,3380,92,0.71,0.36,0.0,1
8673,Korba,Freelancer,30176.64,20358.6,9818.04,13845,197,0.82,0.49,0.11,1
8674,Durg,Street Vendor,27446.47,28379.82,-933.34,15744,61,0.72,0.23,0.25,1
8675,Raipur,Delivery Partner,13865.08,15728.88,-1863.8,17425,154,0.85,0.27,0.05,1
8676,Bilaspur,Auto Driver,14761.2,9173.57,5587.63,19344,180,0.69,0.46,0.0,1
8677,Durg,Delivery Partner,17797.1,15757.52,2039.58,9102,88,0.72,0.39,0.25,0
8678,Korba,Shop Owner,15782.46,17934.22,-2151.75,19322,54,0.66,0.3,0.22,1
8679,Raipur,Freelancer,8221.07,9489.0,-1267.93,9301,104,0.95,0.33,0.08,1
8680,Durg,Street Vendor,20075.14,17815.04,2260.11,10549,57,0.7,0.34,0.05,0
8681,Bhilai,Freelancer,13487.99,14853.76,-1365.76,11849,99,0.7,0.31,0.18,1
8682,Bhilai,Delivery Partner,10249.82,11352.8,-1102.98,14109,89,0.77,0.41,0.06,1
8683,Durg,Delivery Partner,19809.77,16570.44,3239.33,19006,79,0.86,0.11,0.19,0
8684,Raipur,Shop Owner,23777.93,24851.91,-1073.98,19319,102,0.92,0.5,0.2,1
8685,Bilaspur,Shop Owner,17229.09,19155.11,-1926.03,16408,77,0.99,0.41,0.04,1
