user_id,city,job_type,income,expenses,savings,income_volatility,digital_ratio,txn_frequency,late_night_ratio,loan_amount,default
12762,Durg,Shop Owner,31145.37,22927.61,4383.07,0.05,0.62,251,0.0,137000.0,1
12763,Bhilai,Auto Driver,19293.58,13705.86,4556.47,0.26,0.46,126,0.11,44000.0,0
12764,Durg,Shop Owner,49453.46,37095.1,5082.18,0.05,0.62,326,0.08,85000.0,0
12765,Bilaspur,Delivery Partner,23846.81,15628.24,6068.91,0.42,0.7,149,0.24,114000.0,0
12766,Durg,Auto Driver,25267.26,15564.39,9856.53,0.29,0.5,107,0.16,71000.0,0
12767,Durg,Street Vendor,18804.73,10688.4,10511.91,0.29,0.52,164,0.12,79000.0,1
12768,Korba,Street Vendor,6692.29,4532.88,2564.52,0.29,0.47,182,0.08,14000.0,0
12769,Raipur,Street Vendor,21773.42,20684.75,651.04,0.15,0.63,214,0.06,84000.0,0
12770,Bhilai,Street Vendor,13985.25,9360.57,2525.58,0.12,0.63,154,0.13,26000.0,0
12771,Bilaspur,Shop Owner,45548.4,36882.27,7073.55,0.09,0.83,436,0.08,198000.0,1
12772,Durg,Shop Owner,19811.52,12593.49,4328.49,0.08,0.66,399,0.05,22000.0,0
12773,Raipur,Auto Driver,15380.31,11950.23,2642.42,0.17,0.74,54,0.13,56000.0,0
12774,Bhilai,Street Vendor,15701.65,12938.49,3590.03,0.42,0.45,272,0.09,38000.0,1
12775,Bhilai,Street Vendor,13104.24,7926.82,6121.22,0.21,0.46,259,0.14,19000.0,0
12776,Bhilai,Shop Owner,49927.22,30778.14,18349.27,0.33,0.65,376,0.07,72000.0,0
12777,Raipur,Street Vendor,12212.01,10335.17,1549.69,0.27,0.31,167,0.1,41000.0,1
12778,Korba,Freelancer,28119.65,17665.94,8664.11,0.6,0.87,5,0.36,53000.0,0
12779,Bilaspur,Delivery Partner,21309.08,8524.61,15955.81,0.35,0.84,146,0.22,34000.0,1
12780,Bhilai,Street Vendor,19507.25,12584.5,3815.79,0.08,0.43,328,0.02,40000.0,0
12781,Durg,Freelancer,25323.37,9194.22,7569.35,0.62,0.8,22,0.73,97000.0,0
12782,Bilaspur,Shop Owner,37829.65,30469.56,5735.52,0.22,0.53,475,0.03,162000.0,0
12783,Raipur,Delivery Partner,15868.68,10408.39,4418.37,0.4,0.8,143,0.29,78000.0,0
12784,Raipur,Shop Owner,42299.87,35634.14,8146.55,0.12,0.73,307,0.07,123000.0,0
12785,Durg,Shop Owner,45228.4,30371.81,18748.63,0.32,0.55,455,0.07,122000.0,0
12786,Bilaspur,Shop Owner,24038.22,19073.41,3031.98,0.13,0.72,276,0.02,79000.0,0
12787,Raipur,Freelancer,23358.66,8209.33,8934.54,0.6,0.83,44,0.72,69000.0,0
12788,Korba,Delivery Partner,30534.59,16112.28,12947.97,0.44,0.97,129,0.53,81000.0,0
12789,Bhilai,Shop Owner,35946.38,25437.26,13494.28,0.23,0.85,331,0.09,164000.0,1
12790,Bhilai,Street Vendor,15862.27,10507.84,5883.24,0.23,0.67,242,0.14,33000.0,0
12791,Raipur,Auto Driver,20915.97,14120.06,3084.76,0.37,0.53,161,0.16,78000.0,1
12792,Raipur,Auto Driver,18932.74,16090.57,3263.33,0.4,0.79,120,0.19,92000.0,1
12793,Bilaspur,Auto Driver,20971.86,13013.91,9383.87,0.36,0.56,142,0.17,72000.0,1
12794,Korba,Street Vendor,10984.27,7252.77,2595.62,0.32,0.42,260,0.08,16000.0,1
12795,Bhilai,Shop Owner,50259.07,39710.13,7270.29,0.14,0.66,65,0.08,178000.0,0
12796,Korba,Street Vendor,19253.48,15019.34,3712.42,0.19,0.44,224,0.09,87000.0,1
12797,Bilaspur,Freelancer,34860.96,12871.62,26745.02,0.51,0.81,12,0.42,161000.0,1
12798,Bhilai,Freelancer,47811.08,24848.92,12692.46,0.4,0.91,19,0.33,152000.0,1
12799,Durg,Street Vendor,12412.59,6862.63,5132.27,0.39,0.6,194,0.08,18000.0,0
12800,Bhilai,Auto Driver,25599.81,16452.38,7693.12,0.19,0.58,120,0.17,44000.0,0
12801,Durg,Delivery Partner,16942.6,10561.35,4443.19,0.39,0.99,161,0.53,54000.0,1
12802,Raipur,Freelancer,27144.48,13211.34,13498.09,0.55,0.88,24,0.37,127000.0,0
12803,Durg,Delivery Partner,21365.24,12118.65,6742.7,0.44,0.82,141,0.6,91000.0,0
12804,Raipur,Delivery Partner,22439.12,11101.44,5616.85,0.3,0.74,194,0.45,63000.0,1
12805,Bilaspur,Auto Driver,10839.49,8014.04,3338.58,0.37,0.78,106,0.19,31000.0,1
12806,Bilaspur,Auto Driver,14401.15,9363.41,3009.54,0.29,0.76,91,0.2,19000.0,1
12807,Raipur,Delivery Partner,16572.41,11382.91,4951.17,0.34,0.92,123,0.51,79000.0,0
12808,Bhilai,Street Vendor,12088.37,8989.81,3981.18,0.29,0.43,176,0.09,48000.0,0
12809,Bhilai,Auto Driver,15537.91,11439.23,2570.15,0.25,0.61,88,0.14,38000.0,0
12810,Durg,Delivery Partner,18535.03,8264.72,8599.91,0.44,0.79,213,0.4,29000.0,0
12811,Raipur,Auto Driver,14902.03,11164.45,3737.4,0.32,0.59,80,0.17,34000.0,1
12812,Durg,Freelancer,22642.72,10582.77,14808.76,0.69,0.98,26,0.33,107000.0,1
12813,Raipur,Shop Owner,12596.24,7105.27,6510.82,0.05,0.83,320,0.08,31000.0,0
12814,Raipur,Street Vendor,13191.95,10033.65,4059.1,0.39,0.33,124,0.1,48000.0,0
12815,Raipur,Street Vendor,12301.96,7948.35,4025.7,0.32,0.57,205,0.07,58000.0,1
12816,Raipur,Delivery Partner,20203.62,12822.54,3195.74,0.39,0.73,88,0.32,76000.0,0
12817,Bilaspur,Auto Driver,16251.65,13824.04,1265.11,0.24,0.5,122,0.2,68000.0,0
12818,Korba,Auto Driver,13975.52,9473.91,5495.17,0.3,0.64,135,0.13,45000.0,1
12819,Bhilai,Street Vendor,15211.85,12208.63,2517.26,0.49,0.44,191,0.03,34000.0,0
12820,Durg,Shop Owner,32871.72,25213.12,5258.53,0.23,0.73,300,0.07,114000.0,0
12821,Raipur,Auto Driver,18594.88,9186.73,9855.56,0.39,0.46,140,0.24,65000.0,0
12822,Durg,Auto Driver,17103.93,9348.5,9783.97,0.29,0.53,134,0.12,73000.0,0
12823,Raipur,Freelancer,56111.68,21649.48,36131.09,0.53,0.85,54,0.45,81000.0,1
12824,Durg,Delivery Partner,26684.48,11063.38,10100.78,0.35,0.87,176,0.5,98000.0,0
12825,Korba,Street Vendor,16638.01,11903.18,2628.57,0.38,0.57,278,0.14,36000.0,1
12826,Raipur,Freelancer,15291.97,6447.85,7876.74,0.41,0.86,27,0.42,19000.0,1
12827,Bilaspur,Shop Owner,49295.41,41263.22,4338.02,0.05,0.66,260,0.06,92000.0,1
12828,Raipur,Freelancer,32007.69,20952.78,13106.66,0.62,0.98,36,0.42,60000.0,0
12829,Bhilai,Delivery Partner,13511.31,7557.21,3498.17,0.42,0.88,207,0.22,66000.0,0
12830,Raipur,Freelancer,37486.19,22785.45,14945.2,0.64,0.81,20,0.35,119000.0,0
12831,Bhilai,Shop Owner,41426.5,31701.6,4434.62,0.05,0.76,279,0.06,204000.0,0
12832,Raipur,Delivery Partner,18174.73,12466.76,3006.76,0.34,0.9,147,0.38,31000.0,0
12833,Bhilai,Freelancer,31486.72,18273.19,13294.74,0.53,0.88,37,0.54,95000.0,1
12834,Bhilai,Street Vendor,13427.15,11220.61,2249.54,0.21,0.69,239,0.02,50000.0,0
12835,Bhilai,Auto Driver,28508.39,18282.56,12355.48,0.48,0.71,56,0.08,86000.0,0
12836,Durg,Freelancer,23660.06,13150.14,13581.63,0.5,0.91,60,0.66,85000.0,1
12837,Korba,Delivery Partner,16978.53,10218.57,7156.74,0.51,0.87,126,0.5,33000.0,0
12838,Bhilai,Shop Owner,33161.41,28086.17,2898.36,0.05,0.59,269,0.04,44000.0,1
12839,Raipur,Auto Driver,9678.93,5427.3,3507.29,0.23,0.75,139,0.11,26000.0,1
12840,Raipur,Shop Owner,15506.48,12147.66,1497.76,0.05,0.63,250,0.09,28000.0,0
12841,Bilaspur,Auto Driver,13756.15,10660.77,3028.96,0.39,0.55,163,0.13,64000.0,1
12842,Durg,Auto Driver,24043.03,12513.41,10912.43,0.3,0.49,116,0.12,71000.0,0
12843,Bhilai,Shop Owner,30625.98,25808.46,2510.45,0.05,0.61,176,0.05,105000.0,0
12844,Raipur,Shop Owner,38594.08,31300.38,8722.85,0.05,0.51,380,0.04,88000.0,0
12845,Bhilai,Street Vendor,11386.25,9056.62,1139.55,0.2,0.38,184,0.11,13000.0,1
12846,Raipur,Freelancer,17411.05,8729.08,4096.9,0.44,0.85,35,0.55,24000.0,1
12847,Korba,Freelancer,5000.0,2224.83,1738.82,0.56,0.89,48,0.61,14000.0,0
12848,Bilaspur,Shop Owner,24759.82,22106.92,3350.85,0.14,0.81,654,0.04,97000.0,1
12849,Raipur,Delivery Partner,33785.08,16116.94,22080.32,0.3,0.98,166,0.34,89000.0,0
12850,Durg,Auto Driver,14946.35,9667.06,2804.91,0.26,0.52,136,0.17,40000.0,0
12851,Raipur,Delivery Partner,28336.81,17081.77,8573.82,0.49,0.9,143,0.5,94000.0,0
12852,Bhilai,Delivery Partner,24062.69,14544.94,8066.53,0.45,0.89,227,0.51,56000.0,0
12853,Bilaspur,Delivery Partner,19244.14,10351.27,8812.56,0.33,0.86,100,0.56,77000.0,1
12854,Durg,Street Vendor,16231.58,8732.98,6725.05,0.17,0.43,192,0.06,77000.0,0
12855,Bhilai,Street Vendor,11634.49,8735.45,2338.72,0.05,0.36,189,0.13,49000.0,0
12856,Raipur,Street Vendor,20320.12,16381.97,2779.04,0.36,0.67,179,0.01,92000.0,1
12857,Bilaspur,Street Vendor,21816.81,14028.09,9901.64,0.3,0.69,231,0.12,80000.0,0
12858,Durg,Delivery Partner,16515.43,6661.95,5007.91,0.49,0.94,113,0.58,33000.0,1
12859,Bhilai,Delivery Partner,21537.53,13782.05,5999.07,0.4,0.94,177,0.52,23000.0,0
12860,Raipur,Freelancer,28732.58,10186.16,9914.01,0.6,0.9,37,0.61,115000.0,0
12861,Bhilai,Street Vendor,14385.7,11035.69,2913.49,0.18,0.32,284,0.06,65000.0,1
12862,Korba,Freelancer,10611.24,4809.6,6191.32,0.59,0.88,55,0.31,11000.0,0
12863,Durg,Freelancer,31956.88,13323.34,17001.56,0.55,0.88,49,0.44,78000.0,0
12864,Bhilai,Auto Driver,19469.32,13421.34,3279.03,0.56,0.5,125,0.08,25000.0,0
12865,Durg,Delivery Partner,27642.27,14693.26,9318.92,0.38,0.96,186,0.32,97000.0,0
12866,Bilaspur,Delivery Partner,14371.4,7185.86,4702.95,0.34,0.8,92,0.29,64000.0,1
12867,Bhilai,Delivery Partner,32590.0,20843.17,11352.67,0.48,0.85,177,0.35,50000.0,0
12868,Raipur,Street Vendor,13170.61,7135.76,2750.48,0.3,0.3,89,0.08,27000.0,0
12869,Durg,Auto Driver,14455.89,10788.9,2883.93,0.28,0.72,126,0.2,58000.0,1
12870,Durg,Street Vendor,15396.02,9394.24,5702.02,0.24,0.6,245,0.03,49000.0,0
12871,Bilaspur,Auto Driver,15421.27,11281.88,4911.65,0.29,0.6,88,0.17,39000.0,0
12872,Bilaspur,Street Vendor,6202.17,3767.55,2516.53,0.39,0.46,249,0.13,27000.0,0
12873,Bhilai,Freelancer,32965.01,15584.73,21970.79,0.64,0.97,10,0.41,117000.0,0
12874,Raipur,Shop Owner,31780.97,15703.57,17822.39,0.09,0.85,213,0.1,84000.0,0
12875,Korba,Auto Driver,18783.77,10118.32,9229.08,0.29,0.43,213,0.12,74000.0,1
12876,Bhilai,Shop Owner,36337.22,16246.11,23735.81,0.06,0.8,293,0.06,138000.0,0
12877,Durg,Street Vendor,16381.05,9587.35,7138.82,0.06,0.32,260,0.01,39000.0,1
12878,Durg,Auto Driver,15547.77,10556.46,6048.59,0.45,0.74,128,0.23,75000.0,0
12879,Durg,Auto Driver,11800.41,8055.79,1967.72,0.28,0.65,77,0.22,32000.0,1
12880,Raipur,Delivery Partner,31541.32,19028.02,14892.57,0.33,0.94,164,0.37,156000.0,0
12881,Bilaspur,Auto Driver,18407.91,10766.0,3903.4,0.32,0.45,129,0.21,89000.0,1
12882,Bilaspur,Auto Driver,18373.41,10904.76,7908.31,0.32,0.46,92,0.23,63000.0,0
12883,Durg,Shop Owner,25619.9,24245.85,1439.85,0.05,0.55,339,0.09,79000.0,1
12884,Bhilai,Delivery Partner,13877.96,7846.98,6643.37,0.49,0.82,165,0.31,65000.0,1
12885,Raipur,Shop Owner,46258.09,29379.59,8520.15,0.15,0.51,325,0.01,118000.0,0
12886,Raipur,Street Vendor,9261.06,7142.05,2501.12,0.33,0.34,194,0.1,11000.0,0
12887,Bhilai,Shop Owner,31884.88,24576.98,3264.43,0.2,0.57,345,0.01,41000.0,1
12888,Bhilai,Auto Driver,18490.16,11588.02,3636.17,0.3,0.44,40,0.07,55000.0,1
12889,Korba,Freelancer,16268.4,10955.74,5642.98,0.64,0.95,37,0.73,31000.0,1
12890,Bilaspur,Delivery Partner,22734.5,16334.96,8231.85,0.45,0.77,80,0.28,46000.0,0
12891,Durg,Delivery Partner,33825.6,20695.49,8779.77,0.54,0.87,141,0.59,107000.0,0
12892,Durg,Delivery Partner,19404.19,9872.51,12000.67,0.4,0.71,118,0.46,68000.0,1
12893,Raipur,Street Vendor,17894.72,11074.83,6494.0,0.24,0.67,182,0.02,75000.0,1
12894,Korba,Shop Owner,30653.64,25450.88,3054.31,0.05,0.74,111,0.05,140000.0,1
12895,Bhilai,Auto Driver,19419.51,15451.84,4935.59,0.41,0.44,77,0.15,51000.0,0
12896,Raipur,Freelancer,14630.23,4839.61,12574.44,0.51,0.81,37,0.74,50000.0,0
12897,Bhilai,Delivery Partner,25211.23,16009.57,9168.32,0.31,0.9,132,0.34,110000.0,0
12898,Bilaspur,Street Vendor,17227.23,9362.38,8354.07,0.28,0.65,135,0.11,72000.0,0
12899,Bilaspur,Street Vendor,5000.0,4618.53,404.15,0.36,0.67,153,0.08,12000.0,0
12900,Raipur,Delivery Partner,11924.56,7647.3,2112.45,0.45,0.88,185,0.25,60000.0,0
12901,Bilaspur,Delivery Partner,26819.45,13546.16,8383.68,0.46,0.96,111,0.55,97000.0,0
12902,Raipur,Freelancer,19594.1,6391.93,6008.55,0.36,0.92,42,0.72,46000.0,0
12903,Raipur,Freelancer,14556.41,8418.83,6767.76,0.62,0.83,37,0.66,71000.0,0
12904,Bilaspur,Delivery Partner,22490.68,12670.47,8386.75,0.41,0.79,180,0.6,112000.0,0
12905,Bilaspur,Shop Owner,27764.19,22871.92,4000.73,0.11,0.84,285,0.02,36000.0,1
12906,Durg,Delivery Partner,21310.5,14373.3,8199.45,0.38,0.87,145,0.48,83000.0,0
12907,Durg,Shop Owner,49231.79,45001.63,2215.8,0.13,0.57,536,0.06,126000.0,1
12908,Bilaspur,Delivery Partner,19391.16,8522.74,13343.67,0.52,0.72,158,0.29,31000.0,0
12909,Bilaspur,Shop Owner,29081.16,22334.8,3246.13,0.08,0.68,212,0.06,135000.0,1
12910,Bilaspur,Shop Owner,36051.57,26686.56,6905.55,0.05,0.83,126,0.09,136000.0,0
12911,Durg,Freelancer,37633.02,17074.31,16118.95,0.38,0.8,7,0.7,148000.0,0
12912,Korba,Shop Owner,42152.01,34538.32,8912.72,0.05,0.72,412,0.04,113000.0,0
12913,Korba,Freelancer,8376.33,4638.21,3950.72,0.62,0.89,42,0.44,34000.0,0
12914,Raipur,Auto Driver,22195.26,12011.29,12070.2,0.44,0.79,60,0.11,91000.0,0
12915,Bilaspur,Auto Driver,11170.86,6293.72,2293.77,0.36,0.41,162,0.22,19000.0,0
12916,Bhilai,Delivery Partner,18626.8,11588.99,7088.76,0.53,0.83,174,0.46,73000.0,0
12917,Bhilai,Auto Driver,23126.06,13281.15,12040.88,0.34,0.41,122,0.11,70000.0,1
12918,Durg,Shop Owner,39257.31,25089.16,10031.15,0.05,0.65,206,0.01,98000.0,1
12919,Raipur,Delivery Partner,17035.88,8968.01,3489.2,0.46,0.85,162,0.5,59000.0,0
12920,Durg,Auto Driver,25024.17,12481.4,14151.02,0.11,0.46,109,0.11,41000.0,0
12921,Bilaspur,Street Vendor,13510.9,10456.82,3436.92,0.21,0.56,241,0.12,33000.0,0
12922,Raipur,Shop Owner,32439.18,22941.86,4614.0,0.23,0.81,466,0.06,104000.0,1
12923,Bhilai,Freelancer,31201.87,13570.68,11492.41,0.61,0.89,35,0.7,155000.0,1
12924,Korba,Delivery Partner,16104.38,9426.51,3655.06,0.38,0.91,119,0.48,27000.0,1
12925,Bhilai,Auto Driver,8006.91,6225.15,1489.76,0.33,0.52,123,0.16,38000.0,1
12926,Bhilai,Freelancer,20241.62,11503.6,3989.43,0.65,0.98,24,0.64,64000.0,0
12927,Bhilai,Street Vendor,16397.32,15047.64,687.29,0.1,0.69,149,0.08,52000.0,0
12928,Durg,Auto Driver,18177.0,10059.01,5886.83,0.35,0.43,129,0.19,69000.0,1
12929,Durg,Freelancer,29770.23,18423.58,6787.07,0.68,0.97,12,0.76,37000.0,1
12930,Bilaspur,Street Vendor,11636.88,9012.77,2939.29,0.19,0.38,125,0.04,15000.0,1
12931,Bhilai,Shop Owner,31745.68,23208.35,4531.02,0.05,0.85,323,0.04,149000.0,0
12932,Bilaspur,Delivery Partner,24381.75,14979.69,8147.61,0.46,0.97,171,0.54,44000.0,1
12933,Durg,Shop Owner,20096.7,15027.73,3906.32,0.13,0.7,330,0.08,45000.0,0
12934,Bhilai,Street Vendor,15240.71,11982.9,2156.5,0.34,0.52,203,0.12,66000.0,1
12935,Durg,Freelancer,19902.07,11804.41,7390.35,0.53,0.83,51,0.47,58000.0,1
12936,Bilaspur,Street Vendor,12324.11,9587.14,2088.32,0.19,0.47,153,0.08,41000.0,1
12937,Durg,Freelancer,37548.6,13333.56,20235.56,0.71,0.9,47,0.78,116000.0,1
12938,Raipur,Street Vendor,14712.43,12693.86,2270.29,0.48,0.44,83,0.14,40000.0,0
12939,Raipur,Street Vendor,22678.4,16483.44,6655.1,0.18,0.67,148,0.02,89000.0,0
12940,Raipur,Freelancer,24420.81,7326.24,7542.01,0.48,0.99,8,0.59,71000.0,1
12941,Raipur,Shop Owner,5000.0,4071.09,671.09,0.17,0.73,391,0.02,12000.0,0
12942,Durg,Shop Owner,34713.92,22422.07,11196.03,0.06,0.52,166,0.0,65000.0,0
12943,Raipur,Street Vendor,8838.73,5435.58,3720.42,0.19,0.61,250,0.05,10000.0,0
12944,Bilaspur,Street Vendor,18998.66,13623.44,4577.4,0.2,0.59,139,0.04,94000.0,0
12945,Raipur,Auto Driver,21329.08,13142.78,6986.92,0.32,0.75,74,0.06,96000.0,0
12946,Bhilai,Shop Owner,28359.76,22354.23,7478.15,0.05,0.6,177,0.04,103000.0,1
12947,Durg,Street Vendor,11309.14,8825.57,2697.27,0.39,0.4,301,0.02,34000.0,1
12948,Raipur,Shop Owner,44113.31,27517.93,9785.54,0.05,0.83,231,0.1,215000.0,0
12949,Bilaspur,Shop Owner,51393.91,35998.81,12939.9,0.22,0.73,230,0.04,90000.0,0
12950,Raipur,Auto Driver,18761.13,10886.79,7519.44,0.13,0.48,102,0.06,63000.0,1
12951,Bhilai,Delivery Partner,31166.05,17557.3,16745.28,0.15,0.81,133,0.56,84000.0,1
12952,Bilaspur,Street Vendor,16965.17,12566.82,2219.66,0.22,0.38,154,0.03,49000.0,1
12953,Durg,Street Vendor,9435.3,7052.88,1754.12,0.18,0.46,266,0.12,14000.0,0
12954,Raipur,Delivery Partner,21817.83,11915.13,9053.06,0.25,0.98,126,0.4,80000.0,0
12955,Bhilai,Freelancer,43079.19,18851.49,11962.59,0.51,0.86,43,0.32,120000.0,0
12956,Bilaspur,Street Vendor,5371.19,3222.12,2177.69,0.36,0.69,142,0.15,16000.0,1
12957,Korba,Street Vendor,13104.12,9160.74,3233.08,0.32,0.64,197,0.02,22000.0,0
12958,Bilaspur,Shop Owner,34294.24,24526.73,9021.42,0.07,0.74,215,0.03,108000.0,0
12959,Bhilai,Auto Driver,15312.39,9622.63,5923.33,0.4,0.6,57,0.09,42000.0,1
12960,Korba,Shop Owner,34960.41,20723.38,13142.0,0.05,0.79,149,0.0,78000.0,0
12961,Raipur,Street Vendor,16013.21,12447.63,3857.26,0.27,0.48,90,0.03,60000.0,0
12962,Raipur,Shop Owner,34822.87,24064.39,6715.4,0.06,0.7,329,0.06,113000.0,1
12963,Bilaspur,Street Vendor,13710.74,9360.01,2425.02,0.24,0.56,165,0.1,67000.0,1
12964,Raipur,Delivery Partner,23084.76,17335.27,2884.55,0.34,0.88,170,0.51,71000.0,0
12965,Raipur,Street Vendor,20801.27,15654.33,4551.19,0.23,0.64,132,0.05,84000.0,0
12966,Raipur,Street Vendor,18549.12,9246.47,8775.87,0.19,0.33,227,0.09,82000.0,0
12967,Bhilai,Freelancer,40126.13,23655.49,16814.49,0.82,0.95,24,0.76,175000.0,0
12968,Bilaspur,Street Vendor,9518.67,6798.45,2908.96,0.45,0.61,211,0.13,41000.0,0
12969,Durg,Street Vendor,10413.73,6295.76,2234.66,0.19,0.57,183,0.01,21000.0,0
12970,Raipur,Street Vendor,18456.2,11503.24,8844.23,0.05,0.61,147,0.07,63000.0,0
12971,Durg,Freelancer,16831.9,5049.57,14137.15,0.5,0.9,30,0.49,83000.0,1
12972,Korba,Freelancer,29545.98,14819.46,11211.22,0.65,0.97,23,0.37,141000.0,1
12973,Bilaspur,Delivery Partner,18686.46,10038.59,6988.89,0.37,0.92,230,0.29,85000.0,0
12974,Bhilai,Delivery Partner,17135.72,10242.84,6645.11,0.39,0.96,14,0.58,70000.0,0
12975,Korba,Freelancer,26176.44,11230.56,8188.67,0.43,0.9,33,0.74,35000.0,0
12976,Bilaspur,Freelancer,35316.88,25210.87,6606.3,0.59,0.97,33,0.62,96000.0,0
12977,Raipur,Delivery Partner,18407.18,12980.54,6828.13,0.51,0.88,163,0.47,41000.0,0
12978,Raipur,Street Vendor,11214.04,7885.78,1873.31,0.33,0.5,263,0.07,29000.0,0
12979,Raipur,Freelancer,37400.06,22567.75,13153.59,0.45,0.98,16,0.79,125000.0,0
12980,Bilaspur,Freelancer,29120.62,14232.42,7300.75,0.58,0.82,30,0.41,75000.0,1
12981,Raipur,Delivery Partner,24956.11,16957.83,3294.27,0.41,0.86,202,0.22,67000.0,0
12982,Durg,Auto Driver,17190.6,8651.81,10240.38,0.36,0.65,154,0.23,59000.0,0
12983,Raipur,Street Vendor,9653.83,7421.55,1657.35,0.43,0.63,193,0.08,44000.0,0
12984,Korba,Delivery Partner,22467.4,13081.49,8612.32,0.4,0.81,181,0.42,36000.0,0
12985,Bhilai,Shop Owner,43113.46,33011.39,11629.32,0.05,0.58,443,0.06,90000.0,0
12986,Korba,Shop Owner,43873.57,38038.46,3266.69,0.05,0.71,321,0.0,47000.0,0
12987,Korba,Freelancer,21810.95,9941.28,13472.09,0.66,0.94,31,0.64,100000.0,0
12988,Raipur,Freelancer,41093.58,17423.21,11499.74,0.73,0.97,36,0.67,49000.0,1
12989,Bhilai,Auto Driver,17470.97,8564.5,9374.3,0.38,0.49,137,0.16,76000.0,0
12990,Raipur,Delivery Partner,22878.42,14757.47,3532.62,0.59,0.86,165,0.32,100000.0,1
12991,Korba,Freelancer,36759.49,17169.7,23374.48,0.45,0.82,58,0.36,40000.0,0
12992,Durg,Street Vendor,15425.19,9969.77,2628.3,0.33,0.7,144,0.14,69000.0,0
12993,Raipur,Delivery Partner,17310.94,9727.76,6652.67,0.42,0.94,125,0.5,51000.0,0
12994,Raipur,Delivery Partner,21868.19,12687.49,8281.99,0.48,0.9,173,0.33,106000.0,0
12995,Bhilai,Auto Driver,21083.86,12572.29,10228.11,0.14,0.75,128,0.21,68000.0,1
12996,Korba,Shop Owner,51565.3,38524.13,12017.22,0.14,0.8,356,0.03,215000.0,0
12997,Durg,Delivery Partner,28803.6,16088.93,7333.01,0.22,0.74,118,0.57,97000.0,0
12998,Bilaspur,Auto Driver,18262.27,8994.48,8647.59,0.25,0.72,120,0.19,78000.0,0
12999,Bhilai,Shop Owner,39220.86,28745.15,7515.67,0.06,0.75,294,0.08,159000.0,0
13000,Raipur,Delivery Partner,22144.8,16209.4,4768.5,0.37,0.75,193,0.35,39000.0,1
13001,Korba,Freelancer,25751.4,8225.24,10183.46,0.57,0.94,42,0.62,84000.0,1
13002,Raipur,Delivery Partner,18479.79,9113.53,9653.18,0.47,0.74,120,0.43,48000.0,1
13003,Korba,Street Vendor,13409.84,8725.02,2669.98,0.25,0.62,193,0.02,14000.0,0
13004,Bhilai,Delivery Partner,23109.05,14382.15,5999.67,0.45,0.94,136,0.46,80000.0,1
13005,Raipur,Delivery Partner,16183.41,8098.52,10445.31,0.47,0.96,181,0.32,30000.0,0
13006,Durg,Street Vendor,13659.81,9533.42,3211.49,0.25,0.52,207,0.08,62000.0,0
13007,Korba,Delivery Partner,15163.21,8238.14,7870.99,0.33,0.9,205,0.49,57000.0,0
13008,Korba,Shop Owner,30274.62,23349.73,5793.89,0.05,0.55,373,0.08,47000.0,0
13009,Raipur,Delivery Partner,25901.87,15022.65,12530.64,0.22,0.82,201,0.45,32000.0,1
13010,Raipur,Auto Driver,19068.19,15237.33,2559.71,0.17,0.67,56,0.06,88000.0,1
13011,Durg,Shop Owner,50450.17,47927.66,2178.41,0.17,0.84,125,0.09,244000.0,1
13012,Durg,Street Vendor,16584.56,11375.41,4702.72,0.35,0.57,86,0.1,73000.0,1
13013,Bilaspur,Freelancer,27209.93,16783.16,5229.01,0.68,0.98,5,0.66,56000.0,0
13014,Raipur,Shop Owner,22244.12,17383.41,4798.85,0.05,0.81,302,0.01,48000.0,0
13015,Korba,Shop Owner,40347.47,38330.1,2228.45,0.05,0.65,373,0.0,98000.0,0
13016,Durg,Delivery Partner,15912.41,11375.17,3819.57,0.39,0.9,172,0.27,32000.0,1
13017,Bilaspur,Shop Owner,27908.11,20578.32,8761.32,0.05,0.66,264,0.1,108000.0,0
13018,Durg,Delivery Partner,28185.49,15285.17,14180.77,0.56,0.86,136,0.5,85000.0,0
13019,Bhilai,Delivery Partner,32323.84,19907.51,7186.24,0.24,0.92,140,0.4,99000.0,1
13020,Korba,Delivery Partner,13196.69,6725.27,8013.17,0.42,0.71,162,0.49,39000.0,0
13021,Durg,Street Vendor,19376.87,9757.39,11217.75,0.18,0.68,250,0.07,38000.0,0
13022,Bilaspur,Delivery Partner,21346.96,15022.38,4562.9,0.33,0.72,139,0.39,90000.0,1
13023,Korba,Shop Owner,36389.56,25704.36,9332.1,0.13,0.83,326,0.01,145000.0,1
13024,Durg,Delivery Partner,18280.85,11973.64,3716.58,0.42,0.86,126,0.56,82000.0,0
13025,Durg,Delivery Partner,27365.87,20302.36,6926.73,0.29,0.91,217,0.56,70000.0,0
13026,Raipur,Shop Owner,26767.81,20984.94,3231.2,0.05,0.67,189,0.03,38000.0,0
13027,Raipur,Street Vendor,19755.24,14342.84,5091.6,0.31,0.41,186,0.08,62000.0,0
13028,Raipur,Freelancer,35532.64,19579.6,11602.74,0.68,0.96,35,0.4,156000.0,1
13029,Raipur,Delivery Partner,20513.26,12140.53,4302.86,0.51,0.93,190,0.26,80000.0,1
13030,Raipur,Street Vendor,18770.08,10374.36,5106.53,0.26,0.46,206,0.06,25000.0,0
13031,Bhilai,Auto Driver,13101.24,8346.98,3893.48,0.32,0.55,77,0.07,19000.0,0
13032,Bhilai,Shop Owner,57060.61,39575.19,9100.91,0.09,0.68,331,0.07,91000.0,0
